@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1476,'2019/02/19 23:28:43:439',8,13,1017,1016,0,1,1
1477,'2019/02/19 23:28:43:449',8,12,1019,1018,0,1,1
1478,'2019/02/19 23:28:43:458',8,12,1018,1018,0,1,1
1479,'2019/02/19 23:28:43:469',8,11,1017,1017,0,1,1
1480,'2019/02/19 23:28:43:480',8,13,1018,1018,0,1,1
1481,'2019/02/19 23:28:43:490',8,11,1018,1017,0,1,1
1482,'2019/02/19 23:28:43:500',8,13,1018,1018,0,1,1
1483,'2019/02/19 23:28:43:509',8,12,1018,1018,0,1,1
1484,'2019/02/19 23:28:43:516',8,13,1018,1018,0,1,1
1485,'2019/02/19 23:28:43:530',8,11,1017,1018,0,1,1
1486,'2019/02/19 23:28:43:539',8,13,1017,1018,0,1,1
1487,'2019/02/19 23:28:43:549',8,12,1018,1018,0,1,1
1488,'2019/02/19 23:28:43:559',8,12,1018,1017,0,1,1
1489,'2019/02/19 23:28:43:569',8,12,1017,1017,0,1,1
1490,'2019/02/19 23:28:43:580',8,12,1017,1017,0,1,1
1491,'2019/02/19 23:28:43:588',8,12,1015,1018,0,1,1
1492,'2019/02/19 23:28:43:599',8,13,1017,1018,0,1,1
1493,'2019/02/19 23:28:43:609',8,12,1018,1017,0,1,1
1494,'2019/02/19 23:28:43:620',8,13,1017,1017,0,1,1
1495,'2019/02/19 23:28:43:630',8,12,1017,1018,0,1,1
1496,'2019/02/19 23:28:43:639',8,12,1018,1017,0,1,1
1497,'2019/02/19 23:28:43:649',8,12,1019,1018,0,1,1
1498,'2019/02/19 23:28:43:659',8,12,1018,1018,0,1,1
1499,'2019/02/19 23:28:43:669',8,13,1017,1014,0,1,1
1500,'2019/02/19 23:28:43:679',8,12,1017,1017,0,1,1
1501,'2019/02/19 23:28:43:689',8,14,1018,1018,0,1,1
1502,'2019/02/19 23:28:43:699',8,12,1018,1017,0,1,1
1503,'2019/02/19 23:28:43:710',8,11,1018,1018,0,1,1
1504,'2019/02/19 23:28:43:718',8,12,1019,1017,0,1,1
1505,'2019/02/19 23:28:43:729',8,13,1019,1015,0,1,1
1506,'2019/02/19 23:28:43:739',8,14,1018,1018,0,1,1
1507,'2019/02/19 23:28:43:748',8,12,1019,1017,0,1,1
1508,'2019/02/19 23:28:43:760',8,12,1018,1018,0,1,1
1509,'2019/02/19 23:28:43:769',8,12,1018,1018,0,1,1
1510,'2019/02/19 23:28:43:779',8,12,1018,1017,0,1,1
1511,'2019/02/19 23:28:43:789',8,13,1018,1018,0,1,1
1512,'2019/02/19 23:28:43:799',8,12,1018,1017,0,1,1
1513,'2019/02/19 23:28:43:810',8,13,1018,1018,0,1,1
1514,'2019/02/19 23:28:43:819',8,12,1018,1018,0,1,1
1515,'2019/02/19 23:28:43:830',8,13,1018,1018,0,1,1
1516,'2019/02/19 23:28:43:839',8,11,1018,1018,0,1,1
1517,'2019/02/19 23:28:43:849',8,13,1018,1018,0,1,1
1518,'2019/02/19 23:28:43:860',8,13,1017,1017,0,1,1
1519,'2019/02/19 23:28:43:870',8,13,1018,1018,0,1,1
1520,'2019/02/19 23:28:43:879',8,12,1018,1018,0,1,1
1521,'2019/02/19 23:28:43:889',8,12,1018,1017,0,1,1
1522,'2019/02/19 23:28:43:900',8,12,1017,1017,0,1,1
1523,'2019/02/19 23:28:43:909',8,12,1017,1017,0,1,1
1524,'2019/02/19 23:28:43:918',8,12,1018,1017,0,1,1
1525,'2019/02/19 23:28:43:929',8,11,1016,1016,0,1,1
1526,'2019/02/19 23:28:43:940',8,11,1017,1018,0,1,1
1527,'2019/02/19 23:28:43:949',8,12,1019,1018,0,1,1
1528,'2019/02/19 23:28:43:960',8,11,1019,1017,0,1,1
1529,'2019/02/19 23:28:43:969',8,11,1017,1017,0,1,1
1530,'2019/02/19 23:28:43:979',8,11,1017,1018,0,1,1
1531,'2019/02/19 23:28:43:989',8,12,1018,1018,0,1,1
1532,'2019/02/19 23:28:43:999',8,12,1016,1017,0,1,1
1533,'2019/02/19 23:28:44:010',8,11,1019,1018,0,1,1
1534,'2019/02/19 23:28:44:010',8,12,1018,1018,0,1,1
1535,'2019/02/19 23:28:44:031',8,12,1018,1018,0,1,1
1536,'2019/02/19 23:28:44:041',8,12,1017,1017,0,1,1
1537,'2019/02/19 23:28:44:050',8,12,1018,1017,0,1,1
1538,'2019/02/19 23:28:44:060',8,12,1017,1017,0,1,1
1539,'2019/02/19 23:28:44:071',8,12,1017,1017,0,1,1
1540,'2019/02/19 23:28:44:071',8,13,1018,1018,0,1,1
1541,'2019/02/19 23:28:44:090',8,11,1017,1017,0,1,1
1542,'2019/02/19 23:28:44:100',8,13,1015,1017,0,1,1
1543,'2019/02/19 23:28:44:110',8,12,1018,1018,0,1,1
1544,'2019/02/19 23:28:44:123',8,11,1019,1018,0,1,1
1545,'2019/02/19 23:28:44:123',8,12,1018,1017,0,1,1
1546,'2019/02/19 23:28:44:141',8,13,1019,1017,0,1,1
1547,'2019/02/19 23:28:44:151',8,13,1018,1018,0,1,1
1548,'2019/02/19 23:28:44:161',8,11,1016,1017,0,1,1
1549,'2019/02/19 23:28:44:172',8,13,1016,1017,0,1,1
1550,'2019/02/19 23:28:44:181',8,12,1018,1016,0,1,1
1551,'2019/02/19 23:28:44:190',8,14,1019,1017,0,1,1
1552,'2019/02/19 23:28:44:200',8,13,1018,1018,0,1,1
1553,'2019/02/19 23:28:44:211',8,12,1018,1017,0,1,1
1554,'2019/02/19 23:28:44:222',8,12,1017,1017,0,1,1
1555,'2019/02/19 23:28:44:232',8,12,1018,1016,0,1,1
1556,'2019/02/19 23:28:44:241',8,13,1018,1017,0,1,1
1557,'2019/02/19 23:28:44:251',8,12,1018,1018,0,1,1
1558,'2019/02/19 23:28:44:261',8,12,1016,1017,0,1,1
1559,'2019/02/19 23:28:44:271',8,11,1018,1018,0,1,1
1560,'2019/02/19 23:28:44:281',8,11,1018,1017,0,1,1
1561,'2019/02/19 23:28:44:281',8,12,1018,1016,0,1,1
1562,'2019/02/19 23:28:44:303',8,12,1018,1018,0,1,1
1563,'2019/02/19 23:28:44:314',8,12,1017,1017,0,1,1
1564,'2019/02/19 23:28:44:323',8,12,1017,1017,0,1,1
1565,'2019/02/19 23:28:44:334',8,11,1018,1018,0,1,1
1566,'2019/02/19 23:28:44:344',8,12,1019,1017,0,1,1
1567,'2019/02/19 23:28:44:354',8,12,1018,1017,0,1,1
1568,'2019/02/19 23:28:44:363',8,13,1017,1017,0,1,1
1569,'2019/02/19 23:28:44:374',8,12,1018,1018,0,1,1
1570,'2019/02/19 23:28:44:383',8,12,1018,1017,0,1,1
1571,'2019/02/19 23:28:44:393',8,13,1017,1015,0,1,1
1572,'2019/02/19 23:28:44:405',8,12,1017,1018,0,1,1
1573,'2019/02/19 23:28:44:413',8,12,1018,1018,0,1,1
1574,'2019/02/19 23:28:44:423',8,11,1017,1018,0,1,1
1575,'2019/02/19 23:28:44:434',8,12,1018,1018,0,1,1
1576,'2019/02/19 23:28:44:444',8,12,1017,1017,0,1,1
1577,'2019/02/19 23:28:44:454',8,11,1018,1018,0,1,1
1578,'2019/02/19 23:28:44:464',8,13,1017,1018,0,1,1
1579,'2019/02/19 23:28:44:474',8,11,1016,1018,0,1,1
1580,'2019/02/19 23:28:44:484',8,12,1018,1018,0,1,1
1581,'2019/02/19 23:28:44:495',8,13,1019,1019,0,1,1
1582,'2019/02/19 23:28:44:504',8,11,1017,1017,0,1,1
1583,'2019/02/19 23:28:44:515',8,12,1018,1018,0,1,1
1584,'2019/02/19 23:28:44:521',8,12,1018,1017,0,1,1
1585,'2019/02/19 23:28:44:538',8,12,1019,1017,0,1,1
1586,'2019/02/19 23:28:44:538',8,12,1017,1017,0,1,1
1587,'2019/02/19 23:28:44:557',8,11,1017,1017,0,1,1
1588,'2019/02/19 23:28:44:568',8,12,1017,1019,0,1,1
1589,'2019/02/19 23:28:44:578',8,12,1019,1018,0,1,1
1590,'2019/02/19 23:28:44:588',8,13,1017,1018,0,1,1
1591,'2019/02/19 23:28:44:598',8,12,1019,1018,0,1,1
1592,'2019/02/19 23:28:44:607',8,12,1018,1018,0,1,1
1593,'2019/02/19 23:28:44:617',8,13,1017,1018,0,1,1
1594,'2019/02/19 23:28:44:628',8,12,1016,1018,0,1,1
1595,'2019/02/19 23:28:44:638',8,11,1018,1017,0,1,1
1596,'2019/02/19 23:28:44:648',8,12,1018,1017,0,1,1
1597,'2019/02/19 23:28:44:658',8,12,1020,1018,0,1,1
1598,'2019/02/19 23:28:44:658',8,12,1018,1018,0,1,1
1599,'2019/02/19 23:28:44:677',8,12,1017,1018,0,1,1
1600,'2019/02/19 23:28:44:687',8,12,1018,1016,0,1,1
1601,'2019/02/19 23:28:44:697',8,11,1018,1017,0,1,1
1602,'2019/02/19 23:28:44:707',8,12,1018,1017,0,1,1
1603,'2019/02/19 23:28:44:717',8,11,1017,1018,0,1,1
1604,'2019/02/19 23:28:44:728',8,12,1017,1017,0,1,1
1605,'2019/02/19 23:28:44:737',8,11,1017,1019,0,1,1
1606,'2019/02/19 23:28:44:748',8,11,1018,1018,0,1,1
1607,'2019/02/19 23:28:44:757',8,11,1017,1018,0,1,1
1608,'2019/02/19 23:28:44:768',8,12,1017,1017,0,1,1
1609,'2019/02/19 23:28:44:777',8,12,1019,1017,0,1,1
1610,'2019/02/19 23:28:44:787',8,12,1018,1018,0,1,1
1611,'2019/02/19 23:28:44:797',8,11,1018,1018,0,1,1
1612,'2019/02/19 23:28:44:808',8,12,1019,1017,0,1,1
1613,'2019/02/19 23:28:44:818',8,13,1018,1018,0,1,1
1614,'2019/02/19 23:28:44:827',8,12,1018,1016,0,1,1
1615,'2019/02/19 23:29:11:624',9,1007,11,1015,1,0,1
1616,'2019/02/19 23:29:11:635',9,1008,9,1014,1,0,1
1617,'2019/02/19 23:29:11:645',9,1007,10,1015,1,0,1
1618,'2019/02/19 23:29:11:656',9,1007,10,1015,1,0,1
1619,'2019/02/19 23:29:11:665',9,1007,10,1016,1,0,1
1620,'2019/02/19 23:29:11:675',9,1007,10,1015,1,0,1
1621,'2019/02/19 23:29:11:685',9,1009,10,1016,1,0,1
1622,'2019/02/19 23:29:11:695',9,1009,10,1015,1,0,1
1623,'2019/02/19 23:29:11:705',9,1008,9,1015,1,0,1
1624,'2019/02/19 23:29:11:715',9,1008,10,1015,1,0,1
1625,'2019/02/19 23:29:11:725',9,1008,10,1016,1,0,1
1626,'2019/02/19 23:29:11:735',9,1009,10,1014,1,0,1
1627,'2019/02/19 23:29:11:746',9,1007,11,1015,1,0,1
1628,'2019/02/19 23:29:11:746',9,1008,9,1015,1,0,1
1629,'2019/02/19 23:29:11:766',9,1007,10,1015,1,0,1
1630,'2019/02/19 23:29:11:776',9,1008,10,1015,1,0,1
1631,'2019/02/19 23:29:11:786',9,1008,10,1016,1,0,1
1632,'2019/02/19 23:29:11:797',9,1008,9,1015,1,0,1
1633,'2019/02/19 23:29:11:806',9,1007,10,1014,1,0,1
1634,'2019/02/19 23:29:11:815',9,1009,9,1014,1,0,1
1635,'2019/02/19 23:29:11:826',9,1007,8,1014,1,0,1
1636,'2019/02/19 23:29:11:836',9,1007,9,1015,1,0,1
1637,'2019/02/19 23:29:11:846',9,1008,10,1014,1,0,1
1638,'2019/02/19 23:29:11:857',9,1007,10,1014,1,0,1
1639,'2019/02/19 23:29:11:866',9,1008,10,1015,1,0,1
1640,'2019/02/19 23:29:11:876',9,1009,10,1015,1,0,1
1641,'2019/02/19 23:29:11:886',9,1007,10,1016,1,0,1
1642,'2019/02/19 23:29:11:896',9,1009,10,1015,1,0,1
1643,'2019/02/19 23:29:11:906',9,1008,10,1015,1,0,1
1644,'2019/02/19 23:29:11:917',9,1008,10,1015,1,0,1
1645,'2019/02/19 23:29:11:926',9,1008,9,1015,1,0,1
1646,'2019/02/19 23:29:11:936',9,1008,10,1013,1,0,1
1647,'2019/02/19 23:29:11:946',9,1009,11,1015,1,0,1
1648,'2019/02/19 23:29:11:956',9,1008,10,1014,1,0,1
1649,'2019/02/19 23:29:11:966',9,1008,10,1014,1,0,1
1650,'2019/02/19 23:29:11:977',9,1008,11,1016,1,0,1
1651,'2019/02/19 23:29:11:986',9,1008,10,1014,1,0,1
1652,'2019/02/19 23:29:11:996',9,1008,9,1013,1,0,1
1653,'2019/02/19 23:29:12:007',9,1008,10,1014,1,0,1
1654,'2019/02/19 23:29:12:016',9,1007,9,1015,1,0,1
1655,'2019/02/19 23:29:12:026',9,1008,10,1015,1,0,1
1656,'2019/02/19 23:29:12:037',9,1008,10,1015,1,0,1
1657,'2019/02/19 23:29:12:047',9,1008,10,1014,1,0,1
1658,'2019/02/19 23:29:12:056',9,1007,10,1015,1,0,1
1659,'2019/02/19 23:29:12:067',9,1009,11,1015,1,0,1
1660,'2019/02/19 23:29:12:076',9,1009,10,1016,1,0,1
1661,'2019/02/19 23:29:12:086',9,1008,10,1016,1,0,1
1662,'2019/02/19 23:29:12:097',9,1008,10,1015,1,0,1
1663,'2019/02/19 23:29:12:106',9,1008,9,1015,1,0,1
1664,'2019/02/19 23:29:12:115',9,1007,10,1015,1,0,1
1665,'2019/02/19 23:29:12:127',9,1008,9,1016,1,0,1
1666,'2019/02/19 23:29:12:137',9,1007,9,1015,1,0,1
1667,'2019/02/19 23:29:12:147',9,1008,10,1015,1,0,1
1668,'2019/02/19 23:29:12:157',9,1009,10,1015,1,0,1
1669,'2019/02/19 23:29:12:166',9,1007,10,1015,1,0,1
1670,'2019/02/19 23:29:12:176',9,1009,9,1015,1,0,1
1671,'2019/02/19 23:29:12:186',9,1007,9,1014,1,0,1
1672,'2019/02/19 23:29:12:196',9,1008,9,1014,1,0,1
1673,'2019/02/19 23:29:12:206',9,1006,11,1015,1,0,1
1674,'2019/02/19 23:29:12:217',9,1008,10,1014,1,0,1
1675,'2019/02/19 23:29:12:226',9,1008,10,1015,1,0,1
1676,'2019/02/19 23:29:12:237',9,1009,9,1012,1,0,1
1677,'2019/02/19 23:29:12:247',9,1009,10,1015,1,0,1
1678,'2019/02/19 23:29:12:256',9,1008,11,1014,1,0,1
1679,'2019/02/19 23:29:12:266',9,1008,10,1015,1,0,1
1680,'2019/02/19 23:29:12:277',9,1008,9,1015,1,0,1
1681,'2019/02/19 23:29:12:287',9,1008,10,1015,1,0,1
1682,'2019/02/19 23:29:12:296',9,1008,10,1015,1,0,1
1683,'2019/02/19 23:29:12:306',9,1008,10,1015,1,0,1
1684,'2019/02/19 23:29:12:316',9,1008,10,1014,1,0,1
1685,'2019/02/19 23:29:12:326',9,1008,10,1015,1,0,1
1686,'2019/02/19 23:29:12:338',9,1008,9,1014,1,0,1
1687,'2019/02/19 23:29:12:346',9,1007,10,1015,1,0,1
1688,'2019/02/19 23:29:12:356',9,1008,10,1015,1,0,1
1689,'2019/02/19 23:29:12:367',9,1008,9,1015,1,0,1
1690,'2019/02/19 23:29:12:376',9,1007,9,1015,1,0,1
1691,'2019/02/19 23:29:12:386',9,1007,10,1015,1,0,1
1692,'2019/02/19 23:29:12:397',9,1009,10,1014,1,0,1
1693,'2019/02/19 23:29:12:408',9,1008,9,1016,1,0,1
1694,'2019/02/19 23:29:12:417',9,1007,10,1015,1,0,1
1695,'2019/02/19 23:29:12:426',9,1008,11,1015,1,0,1
1696,'2019/02/19 23:29:12:436',9,1007,10,1015,1,0,1
1697,'2019/02/19 23:29:12:446',9,1008,11,1014,1,0,1
1698,'2019/02/19 23:29:12:457',9,1008,10,1015,1,0,1
1699,'2019/02/19 23:29:12:467',9,1007,10,1015,1,0,1
1700,'2019/02/19 23:29:12:476',9,1007,10,1014,1,0,1
1701,'2019/02/19 23:29:12:486',9,1008,10,1015,1,0,1
1702,'2019/02/19 23:29:12:496',9,1008,9,1016,1,0,1
1703,'2019/02/19 23:29:12:506',9,1007,10,1015,1,0,1
1704,'2019/02/19 23:29:12:516',9,1008,9,1015,1,0,1
1705,'2019/02/19 23:29:12:527',9,1007,10,1013,1,0,1
1706,'2019/02/19 23:29:12:537',9,1006,10,1015,1,0,1
1707,'2019/02/19 23:29:12:546',9,1010,10,1016,1,0,1
1708,'2019/02/19 23:29:12:557',9,1007,10,1014,1,0,1
1709,'2019/02/19 23:29:12:567',9,1008,9,1015,1,0,1
1710,'2019/02/19 23:29:12:577',9,1008,11,1015,1,0,1
1711,'2019/02/19 23:29:12:586',9,1008,11,1013,1,0,1
1712,'2019/02/19 23:29:12:593',9,1008,10,1014,1,0,1
1713,'2019/02/19 23:29:12:605',9,1008,10,1015,1,0,1
1714,'2019/02/19 23:29:12:617',9,1008,10,1015,1,0,1
1715,'2019/02/19 23:29:12:627',9,1009,11,1015,1,0,1
1716,'2019/02/19 23:29:12:636',9,1008,11,1015,1,0,1
1717,'2019/02/19 23:29:12:646',9,1008,10,1015,1,0,1
1718,'2019/02/19 23:29:12:656',9,1008,11,1015,1,0,1
1719,'2019/02/19 23:29:12:667',9,1008,10,1015,1,0,1
1720,'2019/02/19 23:29:12:677',9,1008,10,1016,1,0,1
1721,'2019/02/19 23:29:12:687',9,1008,10,1015,1,0,1
1722,'2019/02/19 23:29:12:697',9,1008,10,1014,1,0,1
1723,'2019/02/19 23:29:12:706',9,1008,9,1016,1,0,1
1724,'2019/02/19 23:29:12:716',9,1007,10,1015,1,0,1
1725,'2019/02/19 23:29:12:726',9,1008,10,1015,1,0,1
1726,'2019/02/19 23:29:12:736',9,1008,10,1014,1,0,1
1727,'2019/02/19 23:29:12:746',9,1008,10,1014,1,0,1
1728,'2019/02/19 23:29:12:756',9,1007,9,1015,1,0,1
1729,'2019/02/19 23:29:12:767',9,1008,10,1014,1,0,1
1730,'2019/02/19 23:29:12:767',9,1007,9,1015,1,0,1
1731,'2019/02/19 23:29:12:786',9,1007,9,1015,1,0,1
1732,'2019/02/19 23:29:12:796',9,1008,10,1015,1,0,1
1733,'2019/02/19 23:29:12:807',9,1008,10,1015,1,0,1
1734,'2019/02/19 23:29:12:817',9,1007,10,1015,1,0,1
1735,'2019/02/19 23:29:12:826',9,1008,9,1016,1,0,1
1736,'2019/02/19 23:29:12:836',9,1008,9,1014,1,0,1
1737,'2019/02/19 23:29:12:846',9,1008,10,1013,1,0,1
1738,'2019/02/19 23:29:12:857',9,1007,9,1015,1,0,1
1739,'2019/02/19 23:29:12:866',9,1006,9,1015,1,0,1
1740,'2019/02/19 23:29:12:876',9,1008,10,1015,1,0,1
1741,'2019/02/19 23:29:12:887',9,1008,10,1014,1,0,1
1742,'2019/02/19 23:29:12:897',9,1007,10,1016,1,0,1
1743,'2019/02/19 23:29:12:906',9,1008,10,1015,1,0,1
1744,'2019/02/19 23:29:12:916',9,1008,10,1016,1,0,1
1745,'2019/02/19 23:29:12:926',9,1007,9,1014,1,0,1
1746,'2019/02/19 23:29:12:936',9,1008,9,1015,1,0,1
1747,'2019/02/19 23:29:12:946',9,1008,9,1014,1,0,1
1748,'2019/02/19 23:29:12:956',9,1008,11,1017,1,0,1
1749,'2019/02/19 23:29:12:968',9,1008,10,1015,1,0,1
1750,'2019/02/19 23:29:12:976',9,1008,10,1016,1,0,1
1751,'2019/02/19 23:29:12:988',9,1008,10,1015,1,0,1
1752,'2019/02/19 23:29:12:996',9,1007,10,1013,1,0,1
1753,'2019/02/19 23:29:13:007',9,1008,10,1017,1,0,1
1754,'2019/02/19 23:29:13:017',9,1008,10,1014,1,0,1
1755,'2019/02/19 23:29:13:026',9,1008,10,1016,1,0,1
1756,'2019/02/19 23:29:13:036',9,1007,10,1015,1,0,1
1757,'2019/02/19 23:29:13:046',9,1008,9,1015,1,0,1
1758,'2019/02/19 23:29:13:056',9,1007,10,1016,1,0,1
1759,'2019/02/19 23:29:13:067',9,1007,9,1016,1,0,1
1760,'2019/02/19 23:29:13:067',9,1007,9,1015,1,0,1
1761,'2019/02/19 23:29:13:088',9,1007,10,1015,1,0,1
1762,'2019/02/19 23:29:13:095',9,1007,10,1015,1,0,1
1763,'2019/02/19 23:29:13:107',9,1008,10,1014,1,0,1
1764,'2019/02/19 23:29:13:118',9,1007,9,1016,1,0,1
1765,'2019/02/19 23:29:13:118',9,1008,10,1015,1,0,1
1766,'2019/02/19 23:29:13:138',9,1007,9,1015,1,0,1
1767,'2019/02/19 23:29:13:147',9,1009,10,1015,1,0,1
1768,'2019/02/19 23:29:13:157',9,1007,10,1015,1,0,1
1769,'2019/02/19 23:29:13:168',9,1007,10,1014,1,0,1
1770,'2019/02/19 23:29:13:177',9,1007,9,1015,1,0,1
1771,'2019/02/19 23:29:13:187',9,1008,10,1016,1,0,1
1772,'2019/02/19 23:29:13:197',9,1008,10,1015,1,0,1
1773,'2019/02/19 23:29:13:207',9,1006,9,1015,1,0,1
1774,'2019/02/19 23:29:13:217',9,1007,10,1015,1,0,1
1775,'2019/02/19 23:29:13:227',9,1008,10,1015,1,0,1
1776,'2019/02/19 23:29:13:237',9,1006,9,1015,1,0,1
1777,'2019/02/19 23:29:13:247',9,1008,10,1015,1,0,1
1778,'2019/02/19 23:29:13:257',9,1008,9,1013,1,0,1
1779,'2019/02/19 23:29:13:268',9,1004,10,1015,1,0,1
1780,'2019/02/19 23:29:13:278',9,1008,10,1014,1,0,1
1781,'2019/02/19 23:29:13:287',9,1008,10,1015,1,0,1
1782,'2019/02/19 23:29:13:298',9,1008,9,1014,1,0,1
1783,'2019/02/19 23:29:13:308',9,1007,10,1014,1,0,1
1784,'2019/02/19 23:29:13:318',9,1008,10,1015,1,0,1
1785,'2019/02/19 23:29:13:328',9,1008,9,1014,1,0,1
1786,'2019/02/19 23:29:13:338',9,1007,9,1014,1,0,1
1787,'2019/02/19 23:29:13:348',9,1008,9,1013,1,0,1
1788,'2019/02/19 23:29:13:357',9,1008,10,1015,1,0,1
1789,'2019/02/19 23:29:13:367',9,1008,10,1014,1,0,1
1790,'2019/02/19 23:29:13:378',9,1007,9,1014,1,0,1
1791,'2019/02/19 23:29:13:387',9,1008,9,1015,1,0,1
1792,'2019/02/19 23:29:13:398',9,1007,10,1015,1,0,1
1793,'2019/02/19 23:29:13:408',9,1007,10,1014,1,0,1
1794,'2019/02/19 23:29:13:417',9,1009,9,1015,1,0,1
1795,'2019/02/19 23:29:13:428',9,1007,10,1015,1,0,1
1796,'2019/02/19 23:29:13:438',9,1007,10,1013,1,0,1
1797,'2019/02/19 23:29:13:448',9,1007,10,1015,1,0,1
1798,'2019/02/19 23:29:13:457',9,1007,9,1015,1,0,1
1799,'2019/02/19 23:29:13:468',9,1007,9,1016,1,0,1
1800,'2019/02/19 23:29:13:477',9,1006,10,1015,1,0,1
1801,'2019/02/19 23:29:13:487',9,1008,10,1015,1,0,1
1802,'2019/02/19 23:29:13:497',9,1008,10,1014,1,0,1
1803,'2019/02/19 23:29:13:507',9,1008,10,1015,1,0,1
1804,'2019/02/19 23:29:13:517',9,1009,10,1015,1,0,1
1805,'2019/02/19 23:29:13:527',9,1008,9,1016,1,0,1
1806,'2019/02/19 23:29:13:536',9,1008,10,1015,1,0,1
1807,'2019/02/19 23:29:13:547',9,1007,9,1014,1,0,1
1808,'2019/02/19 23:29:13:558',9,1007,9,1014,1,0,1
1809,'2019/02/19 23:29:13:568',9,1008,10,1015,1,0,1
1810,'2019/02/19 23:29:13:577',9,1008,10,1015,1,0,1
1811,'2019/02/19 23:29:13:587',9,1007,10,1013,1,0,1
1812,'2019/02/19 23:29:13:597',9,1007,9,1016,1,0,1
1813,'2019/02/19 23:29:13:608',9,1008,10,1015,1,0,1
1814,'2019/02/19 23:29:13:618',9,1008,9,1014,1,0,1
1815,'2019/02/19 23:29:13:628',9,1008,10,1015,1,0,1
1816,'2019/02/19 23:29:13:638',9,1007,9,1016,1,0,1
1817,'2019/02/19 23:29:13:648',9,1007,10,1015,1,0,1
1818,'2019/02/19 23:29:13:657',9,1008,11,1015,1,0,1
1819,'2019/02/19 23:29:13:667',9,1006,9,1015,1,0,1
1820,'2019/02/19 23:29:13:677',9,1007,9,1015,1,0,1
1821,'2019/02/19 23:29:13:687',9,1008,10,1015,1,0,1
1822,'2019/02/19 23:29:13:697',9,1007,10,1014,1,0,1
1823,'2019/02/19 23:29:13:707',9,1008,10,1015,1,0,1
1824,'2019/02/19 23:29:13:717',9,1007,9,1015,1,0,1
1825,'2019/02/19 23:29:13:727',9,1009,10,1016,1,0,1
1826,'2019/02/19 23:29:13:737',9,1008,9,1014,1,0,1
1827,'2019/02/19 23:29:13:747',9,1007,9,1014,1,0,1
1828,'2019/02/19 23:29:13:757',9,1009,11,1014,1,0,1
1829,'2019/02/19 23:29:13:767',9,1008,9,1015,1,0,1
1830,'2019/02/19 23:29:13:777',9,1007,10,1016,1,0,1
1831,'2019/02/19 23:29:13:787',9,1008,10,1015,1,0,1
1832,'2019/02/19 23:29:13:797',9,1008,10,1014,1,0,1
1833,'2019/02/19 23:29:13:807',9,1006,10,1015,1,0,1
1834,'2019/02/19 23:29:13:818',9,1007,10,1015,1,0,1
1835,'2019/02/19 23:29:13:828',9,1009,9,1015,1,0,1
1836,'2019/02/19 23:29:13:836',9,1007,10,1015,1,0,1
1837,'2019/02/19 23:29:13:847',9,1008,9,1014,1,0,1
1838,'2019/02/19 23:29:13:857',9,1008,10,1016,1,0,1
1839,'2019/02/19 23:29:13:868',9,1008,10,1016,1,0,1
1840,'2019/02/19 23:29:13:875',9,1006,9,1015,1,0,1
1841,'2019/02/19 23:29:13:887',9,1009,10,1015,1,0,1
1842,'2019/02/19 23:29:13:897',9,1007,9,1015,1,0,1
1843,'2019/02/19 23:29:13:907',9,1008,10,1014,1,0,1
1844,'2019/02/19 23:29:13:917',9,1009,9,1015,1,0,1
1845,'2019/02/19 23:29:13:928',9,1009,13,1014,1,0,1
1846,'2019/02/19 23:29:13:938',9,1008,10,1015,1,0,1
1847,'2019/02/19 23:29:13:945',9,1008,10,1015,1,0,1
1848,'2019/02/19 23:29:13:957',9,1008,8,1014,1,0,1
1849,'2019/02/19 23:29:13:967',9,1008,10,1015,1,0,1
1850,'2019/02/19 23:29:13:977',9,1007,10,1015,1,0,1
1851,'2019/02/19 23:29:13:987',9,1008,10,1015,1,0,1
1852,'2019/02/19 23:29:13:997',9,1008,9,1014,1,0,1
1853,'2019/02/19 23:29:14:007',9,1008,10,1015,1,0,1
1854,'2019/02/19 23:29:14:017',9,1008,11,1015,1,0,1
1855,'2019/02/19 23:29:14:027',9,1008,10,1016,1,0,1
1856,'2019/02/19 23:29:14:037',9,1008,10,1014,1,0,1
1857,'2019/02/19 23:29:14:047',9,1007,9,1013,1,0,1
1858,'2019/02/19 23:29:14:057',9,1007,10,1015,1,0,1
1859,'2019/02/19 23:29:14:067',9,1007,10,1015,1,0,1
1860,'2019/02/19 23:29:14:077',9,1008,11,1015,1,0,1
1861,'2019/02/19 23:29:14:088',9,1007,10,1015,1,0,1
1862,'2019/02/19 23:29:14:097',9,1008,11,1015,1,0,1
1863,'2019/02/19 23:29:14:107',9,1008,10,1015,1,0,1
1864,'2019/02/19 23:29:14:117',9,1009,10,1015,1,0,1
1865,'2019/02/19 23:29:14:127',9,1008,11,1015,1,0,1
1866,'2019/02/19 23:29:14:138',9,1008,10,1015,1,0,1
1867,'2019/02/19 23:29:14:147',9,1008,10,1015,1,0,1
1868,'2019/02/19 23:29:14:157',9,1008,10,1016,1,0,1
1869,'2019/02/19 23:29:14:168',9,1007,10,1016,1,0,1
1870,'2019/02/19 23:29:14:177',9,1007,10,1015,1,0,1
